web-scraper-order,web-scraper-start-url,single,single-href,title,price,info,rating,instock,asin,bestseller,dimension,img1-src
1669911343-164,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=4&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"6 Notizblöcke für Termine, Wochenplaner, Tagesplaner, to do Liste, Einkaufslisten und Notizen - Tagesplaner Faultier & Lama - Ideal für Schule, Uni und Haushalt - Notizblock Set 12 - DIN A6",https://www.amazon.de/Notizbl%C3%B6cke-Termine-Wochenplaner-Tagesplaner-Einkaufslisten/dp/B07Y88X7KT/ref=sr_1_93?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911320&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-93,"6 Notizblöcke für Termine, Wochenplaner, Tagesplaner, to do Liste, Einkaufslisten und Notizen - Tagesplaner Faultier & Lama - Ideal für Schule, Uni und Haushalt - Notizblock Set 12 - DIN A6",,"6 Notizblöcke für Termine, Wochenplaner, Tagesplaner, to do Liste, Einkaufslisten und Notizen - Tagesplaner und Wochenplaner Faultier & Lama - Ideal für Schule, Uni und Haushalt - Notizblock Set 12 - DIN A6",4.7 von 5,Auf Lager.,B07Y88X7KT,"Nr. 6,078 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 7 in Planungsblöcke & Umschläge",,
1669911346-165,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=4&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Vicloon Dokumententasche A5, 10 Stücke A5 Datei Taschen mit Reißverschluss, Mesh Kunststoff Reißverschlusstasche für Datei, Papier, Dokumente, Kosmetika, Hausaufgaben und Reisezubehör",https://www.amazon.de/Vicloon-Dokumententasche-Rei%C3%9Fverschluss-Rei%C3%9Fverschlusstasche-Hausaufgaben/dp/B07ZNZRMY9/ref=sr_1_92?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911320&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-92,"Vicloon Dokumententasche A5, 10 Stücke A5 Datei Taschen mit Reißverschluss, Mesh Kunststoff Reißverschlusstasche für Datei, Papier, Dokumente, Kosmetika, Hausaufgaben und Reisezubehör",,Info zu diesem Artikel,4.5 von 5,,B07ZNZRMY9,"Nr. 2,367 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 8 in Hänge- & Einstellmappen 
  Nr. 11 in Fächer- and Ordnungsmappen 
  Nr. 15 in Registermappen",,
1669911349-166,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=4&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Haftnotizen Set, Haftnotizblock, Trennwand Selbstklebende Notizen Tabs, Linierte Notizlasche mit Lesezeichen, Index Tab Aufkleber, PET Pfeilflaggen und quadratische Index-Tabs, Notizbuch Erinnerungen",https://www.amazon.de/Geila-Haftnotiz-Set-Index-Tab-Aufkleber-PET-Pfeil-Flaggen-quadratischen/dp/B098QFXNJ4/ref=sr_1_91?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911320&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-91,"Haftnotizen Set, Haftnotizblock, Trennwand Selbstklebende Notizen Tabs, Linierte Notizlasche mit Lesezeichen, Index Tab Aufkleber, PET Pfeilflaggen und quadratische Index-Tabs, Notizbuch Erinnerungen","11,76€",Info zu diesem Artikel,4.4 von 5,Nur noch 3 auf Lager,B098QFXNJ4,"Nr. 62,761 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 736 in Selbstklebende Notizzettel",,
1669911352-167,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=4&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Winsor & Newton 5462006 - University Künstler Fächerpinsel Nr.6 - für Ölfarbe, Acrylfarbe und Aquarellfarbe",https://www.amazon.de/Winsor-Newton-5462006-F%C3%A4cherpinsel-Aquarellfarbe/dp/B000GJ75Z8/ref=sr_1_90?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911320&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-90,"Winsor & Newton 5462006 - University Künstler Fächerpinsel Nr.6 - für Ölfarbe, Acrylfarbe und Aquarellfarbe","15,00€",Die Polyesterfasern sorgen auch für hervorragende Sprungkraft und Erhalt der Kopfform,3.3 von 5,Nur noch 1 auf Lager,B000GJ75Z8,"Nr. 200,138 in Küche, Haushalt & Wohnen (Siehe Top 100 in Küche, Haushalt & Wohnen) 
  Nr. 168 in Pinsel (Küche, Haushalt & Wohnen)",,
1669911355-168,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=4&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Textmarker Set, ästhetische Pastellfarben, Textmarker Set, Markerstifte,Tagebuchplaner, Notizen, Büro, Schulbedarf",https://www.amazon.de/%C3%A4sthetische-Pastellfarben-Markerstifte-Tagebuchplaner-Schulbedarf/dp/B0B6ZKN3L5/ref=sr_1_89?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911320&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-89,"Textmarker Set, ästhetische Pastellfarben, Textmarker Set, Markerstifte,Tagebuchplaner, Notizen, Büro, Schulbedarf",,Info zu diesem Artikel,4.3 von 5,,B0B6ZKN3L5,"Nr. 5,510 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 51 in Textmarker",,
1669911358-169,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=4&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,MUSTARD - Wrote A Note Sticky Notes I selbstklebende Notizzettel I Haftnotizblock I klebend I Klebenotizzettel mit Spender I Retro I lustige Geschenkidee I inkl.Box I Schreibmaschine - 100 Notizzettel,https://www.amazon.de/MUSTARD-selbstklebende-Haftnotizblock-Klebenotizzettel-Schreibmaschine/dp/B01LFD2SDC/ref=sr_1_88?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911320&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-88,MUSTARD - Wrote A Note Sticky Notes I selbstklebende Notizzettel I Haftnotizblock I klebend I Klebenotizzettel mit Spender I Retro I lustige Geschenkidee I inkl.Box I Schreibmaschine - 100 Notizzettel,"8,57€","STICKY NOTES AUS DER SCHREIBMASCHINE: Diese coolen Haftnotizzettel lassen Retro-Liebhaber-Herzen höherschlagen. Nie wieder langweilige Notizblöcke, die den Schreibtisch unaufgeräumt erscheinen lassen",4.2 von 5,Nur noch 2 auf Lager,B01LFD2SDC,"Nr. 14,478 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 193 in Selbstklebende Notizzettel",‎2.69 x 9.4 x 10.11 cm; 99.79 Gramm,
1669911361-170,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=4&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,Aufgabenplaner Putzplan für Familie & WG - Haushaltsplaner für Familien mit Kinder | Haushaltsplan als Wochenplaner für Aufgaben im Haushalt (Papier Block),https://www.amazon.de/Aufgabenplaner-Putzplan-Familie-Haushaltsplaner-Haushaltsplan/dp/B09KWZMK46/ref=sr_1_87?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911320&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-87,Aufgabenplaner Putzplan für Familie & WG - Haushaltsplaner für Familien mit Kinder | Haushaltsplan als Wochenplaner für Aufgaben im Haushalt (Papier Block),"7,30€",Info zu diesem Artikel,4.2 von 5,Auf Lager.,B09KWZMK46,"Nr. 7,271 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 9 in Planungsblöcke & Umschläge",,
1669911364-171,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=4&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"A5 Tagesplaner Block [Mint] 50 Blatt | Daily Planner mit TO-DO-Liste, Zeitplan, Prios, Tages-Highligt und mehr von Trendstuff by Häfft | nachhaltig & klimaneutral",https://www.amazon.de/Tagesplaner-Tages-Highligt-Trendstuff-H%C3%A4fft-klimaneutral/dp/B089LXT5SW/ref=sr_1_86?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911320&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-86,"A5 Tagesplaner Block [Mint] 50 Blatt | Daily Planner mit TO-DO-Liste, Zeitplan, Prios, Tages-Highligt und mehr von Trendstuff by Häfft | nachhaltig & klimaneutral",,Info zu diesem Artikel,4.6 von 5,,B089LXT5SW,"Nr. 6,361 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 8 in Planungsblöcke & Umschläge",,
1669911367-172,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=4&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Hosimoln Superfine Faser Weiche glatte Ergonomische Memory Foam-Mauspad-Handgelenkstütze und Tastatur-Handgelenkstütze für Spiele und Büro, langlebig, komfortabel und schmerzlindernd-KMxingzuo",https://www.amazon.de/Hosimoln-Ergonomische-Foam-Mauspad-Handgelenkst%C3%BCtze-Tastatur-Handgelenkst%C3%BCtze-schmerzlindernd-KMxingzuo/dp/B094FN7GMB/ref=sr_1_85?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911320&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-85,"Hosimoln Superfine Faser Weiche glatte Ergonomische Memory Foam-Mauspad-Handgelenkstütze und Tastatur-Handgelenkstütze für Spiele und Büro, langlebig, komfortabel und schmerzlindernd-KMxingzuo","15,12€",Info zu diesem Artikel,4.4 von 5,Auf Lager.,B094FN7GMB,"Nr. 14,331 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 45 in Handgelenkauflagen",,
1669911371-173,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=4&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,KALIDI Federmäppchen Mäppchen Unisex Stiftemappe Stiftetasche Pencil Case Mädchen Teenager,https://www.amazon.de/KALIDI-Federm%C3%A4ppchen-M%C3%A4ppchen-Stiftemappe-Stiftetasche/dp/B08GKMWNVW/ref=sr_1_84?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911320&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-84,KALIDI Federmäppchen Mäppchen Unisex Stiftemappe Stiftetasche Pencil Case Mädchen Teenager,,Info zu diesem Artikel,4.4 von 5,,B08GKMWNVW,"Nr. 6,307 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 106 in Federmäppchen (Bürobedarf & Schreibwaren)",‎21 x 9 x 8 cm; 50 Gramm,
1669911374-174,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=4&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,Tomaibaby A5 Spiralblock 6. 3X8. 2-Zoll-Notizblock Spiralförmiges Geschäftsnotizbuch mit Trennwand für Die Büroschule (A5 Rosig),https://www.amazon.de/Tomaibaby-Spiralblock-2-Zoll-Notizblock-Spiralf%C3%B6rmiges-Gesch%C3%A4ftsnotizbuch/dp/B08SGQKYS8/ref=sr_1_83?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911320&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-83,Tomaibaby A5 Spiralblock 6. 3X8. 2-Zoll-Notizblock Spiralförmiges Geschäftsnotizbuch mit Trennwand für Die Büroschule (A5 Rosig),"12,99€",Info zu diesem Artikel,4.7 von 5,Nur noch 3 auf Lager,‎B08SGQKYS8,"Nr. 50,085 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 963 in Notizblöcke",,
1669911377-175,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=4&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"4 pcs Klebezettel mit Spender,Selbstklebende Haftnotizen Rolle,Haftnotizen,Page Marker,Sticky Notes mit Anpassbarer LäNge,Sticky Notes mit Anpassbarer LäNge,Haftnotizen set",https://www.amazon.de/Klebezettel-Spender-Selbstklebende-Haftnotizen-Anpassbarer/dp/B09V56ZWX7/ref=sr_1_82?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911320&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-82,"4 pcs Klebezettel mit Spender,Selbstklebende Haftnotizen Rolle,Haftnotizen,Page Marker,Sticky Notes mit Anpassbarer LäNge,Sticky Notes mit Anpassbarer LäNge,Haftnotizen set",,Info zu diesem Artikel,4.2 von 5,,B09V56ZWX7,"Nr. 43,951 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 528 in Selbstklebende Notizzettel",,
1669911380-176,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=4&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Minecraft Federmäppchen Groß, Federtasche Junge Etui Schule Universität, Stifte Mäppchen Kinder und Teenager, Minecraft Creeper School Supplies, Gamer Geschenke (Schwarz)",https://www.amazon.de/Minecraft-Federm%C3%A4ppchen-Federtasche-Universit%C3%A4t-Geschenke/dp/B099FL67ZX/ref=sr_1_81?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911320&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-81,"Minecraft Federmäppchen Groß, Federtasche Junge Etui Schule Universität, Stifte Mäppchen Kinder und Teenager, Minecraft Creeper School Supplies, Gamer Geschenke (Schwarz)","15,49€",Info zu diesem Artikel,4.6 von 5,Auf Lager.,B099FL67ZX,"Nr. 20,510 in Spielzeug (Siehe Top 100 in Spielzeug) 
  Nr. 60 in Federmäppchen (Spielzeug) 
  Nr. 712 in Schule & Universität",,
1669911383-177,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=4&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Staufen Green Collegeblock - DIN A4, Lineatur 27 (liniert mit Randlinien), 80 Blatt, 4-fach Lochung, premiumweißes 90g/m² Recyclingpapier, 3 Stück",https://www.amazon.de/Staufen-Green-Collegeblock-premiumwei%C3%9Fes-Recyclingpapier/dp/B09BYGSQH2/ref=sr_1_80?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911320&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-80,"Staufen Green Collegeblock - DIN A4, Lineatur 27 (liniert mit Randlinien), 80 Blatt, 4-fach Lochung, premiumweißes 90g/m² Recyclingpapier, 3 Stück","12,84€",Info zu diesem Artikel,4.6 von 5,Auf Lager.,B09BYGSQH2,"Nr. 55,827 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 354 in Ringblöcke",‎29.7 x 24.4 x 2.7 cm; 1.52 Kilogramm,
1669911386-178,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=4&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"perfect line • 250 Moderationskarten, Recycling-Karton, Extra-Stark, MADE IN GERMANY",https://www.amazon.de/perfect-line-Moderationskarten-Recycling-Karton-Extra-Stark/dp/B0B21X4N5C/ref=sr_1_79?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911320&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-79,"perfect line • 250 Moderationskarten, Recycling-Karton, Extra-Stark, MADE IN GERMANY",,"★ DER NATUR ZULIEBE ★ – Hergestellt in Deutschland, Blauer Engel zertifiziert, umweltschonende Moderations-Blätter im Set aus 180g/m² stabilem & robusten Recycling-Papier",4.7 von 5,Auf Lager.,B0B21X4N5C,"Nr. 5,016 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 28 in Karteikarten",,
1669911390-179,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=4&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,Yarotm Notizbuch Spiral A5 Blanko - 4 Stück 100GSM Notizblock Spiralbindung 14x21cm - 60 Blatt Collegeblock a5 Blanko - Ringnotizbuch Leere - Notiz Ringbuch 700gsm Kraft Cover,https://www.amazon.de/Spiralliniertes-Yarotm-Reise-Schreibhefte-Memo-Notizblock-Business-Tagebuch/dp/B09P4WNRW9/ref=sr_1_78?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911320&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-78,Yarotm Notizbuch Spiral A5 Blanko - 4 Stück 100GSM Notizblock Spiralbindung 14x21cm - 60 Blatt Collegeblock a5 Blanko - Ringnotizbuch Leere - Notiz Ringbuch 700gsm Kraft Cover,"15,96€",Info zu diesem Artikel,4.3 von 5,Auf Lager.,B09P4WNRW9,"Nr. 16,695 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 265 in Notizblöcke",,
