web-scraper-order,web-scraper-start-url,single,single-href,title,price,info,rating,instock,asin,bestseller,dimension,img1-src
1669911008-59,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=9&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Kunststoff-Lineal, Sweet Pastelite, 9 bis 30 cm, pastellfarben, mit Kunststoffetui, für Schule oder Universität, Set 30 cm, Rosa",https://www.amazon.de/Kunststoff-Lineal-Pastelite-pastellfarben-Kunststoffetui-Universit%C3%A4t/dp/B08XZPTHD2/ref=sr_1_200?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910944&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-200,"Kunststoff-Lineal, Sweet Pastelite, 9 bis 30 cm, pastellfarben, mit Kunststoffetui, für Schule oder Universität, Set 30 cm, Rosa","10,40€","Regeln SWEET PASTELITO: verschiedene Arten von Regeln von 9 cm bis 30 cm. In verschiedenen Formaten erhältlich: Lineal, Geodreieck, Geodreieck und Winkelmesser. Zusätzlich zu Sets für die Aufbewahrung in Ringordnern oder Ordnern.",4.7 von 5,Nur noch 5 auf Lager,B08XZPTHD2,"Nr. 102,403 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 388 in Schulbedarf: Lineale",,
1669911011-60,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=9&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,Schreibtisch Organizer Holz Tischorganizer 3 Fächer Büro Ablagesystem Dokumentenablage Schminktisch Organisation Dokumente Halter Bücher Schreibtischablage Schule Dokumentenhalter Papierablage,https://www.amazon.de/Schreibtisch-Tischorganizer-Dokumentenablage-Schreibtischablage-Dokumentenhalter/dp/B08DXGRWPX/ref=sr_1_199?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910944&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-199,Schreibtisch Organizer Holz Tischorganizer 3 Fächer Büro Ablagesystem Dokumentenablage Schminktisch Organisation Dokumente Halter Bücher Schreibtischablage Schule Dokumentenhalter Papierablage,,Info zu diesem Artikel,3.2 von 5,,B08DXGRWPX,"Nr. 194,369 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 201 in Bürobedarf: Ablagefächer",,
1669911015-61,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=9&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,Correct 4 Teile Schulranzen Set Schulrucksack Rucksack Mädchen Kawaii Schultaschen Set Rucksack Set Mädchen Teenager Freizeitrucksack+ Handtasche+Stifttasche+Schultertasche Schulbedarf (Blau),https://www.amazon.de/Correct-Schulrucksack-Schultaschen-Freizeitrucksack-Schultertasche/dp/B09FT832PC/ref=sr_1_198?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910944&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-198,Correct 4 Teile Schulranzen Set Schulrucksack Rucksack Mädchen Kawaii Schultaschen Set Rucksack Set Mädchen Teenager Freizeitrucksack+ Handtasche+Stifttasche+Schultertasche Schulbedarf (Blau),,,3.0 von 5,,,,,https://m.media-amazon.com/images/I/71xxR3B3yrL._AC_UL1500_.jpg
1669911018-62,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=9&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Kores Bleistift Grafitos, HB, dreieckiger Graphit-Bleistift, mit Radiergummi, 1 Stück",https://www.amazon.de/Kores-Bleistift-dreieckiger-Graphit-Bleistift-Radiergummi/dp/B015GEFMTS/ref=sr_1_197?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910944&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-197,"Kores Bleistift Grafitos, HB, dreieckiger Graphit-Bleistift, mit Radiergummi, 1 Stück","2,42€",Info zu diesem Artikel,4.7 von 5,Auf Lager.,B015GEFMTS,"Nr. 71,409 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 937 in Holzbleistifte",‎1.6 x 4.8 x 22.1 cm; 80 Gramm,
1669911021-63,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=9&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Hongfago Gelstifte 5 Stück Pompom-Kugelschreiber 0,5mm Gel Stift - Cute Cartoon Tier Gel Kawaii Büro Schulbedarf für Kinder, Frauen, Mädchen, Geschenk",https://www.amazon.de/Hongfago-Gelstifte-St%C3%BCck-Pompom-Kugelschreiber-Stift/dp/B0888QSBY7/ref=sr_1_196?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669910944&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-196,"Hongfago Gelstifte 5 Stück Pompom-Kugelschreiber 0,5mm Gel Stift - Cute Cartoon Tier Gel Kawaii Büro Schulbedarf für Kinder, Frauen, Mädchen, Geschenk","24,16€",Info zu diesem Artikel,4.2 von 5,,B0888QSBY7,"Nr. 113,929 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 1,333 in Gelschreiber",‎20 x 2 x 2 cm; 100 Gramm,
1669911026-64,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"HERMA 7089 Papier Heftumschlag DIN A5, Hefthülle mit Beschriftungsfeld, aus kräftigem Recycling Altpapier und satten Farben, Heftschoner für Schulhefte, braun",https://www.amazon.de/HERMA-7089-Heftumschlag-Beschriftungsfeld-Heftschoner/dp/B084XLKHJK/ref=sr_1_198?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-198,"HERMA 7089 Papier Heftumschlag DIN A5, Hefthülle mit Beschriftungsfeld, aus kräftigem Recycling Altpapier und satten Farben, Heftschoner für Schulhefte, braun",,Extra starke Hefthülle aus stabilem Papier im DIN A5 Format mit Beschriftungsfeld,3.9 von 5,,B084XLKHJK,"Nr. 349,497 in Spielzeug (Siehe Top 100 in Spielzeug) 
  Nr. 568 in Buchumschläge & Heftumschläge",‎30.4 x 21.2 x 0.02 cm; 10 Gramm,
1669911028-65,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Walker 49613-072 - Federmappe mit Innenklappe und Reißverschluss, Magic Butterfly Dark Blue, ca. 21 x 10 x 6 cm, Schreibtisch-Organizer für Schreibwaren, Zeichen- und Büromaterialien",https://www.amazon.de/Walker-49613-072-Rei%C3%9Fverschluss-Schreibtisch-Organizer-B%C3%BCromaterialien/dp/B08R3SL1CJ/ref=sr_1_197?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-197,"Walker 49613-072 - Federmappe mit Innenklappe und Reißverschluss, Magic Butterfly Dark Blue, ca. 21 x 10 x 6 cm, Schreibtisch-Organizer für Schreibwaren, Zeichen- und Büromaterialien","18,00€",Info zu diesem Artikel,5.0 von 5,Nur noch 1 auf Lager,B08R3SL1CJ,"Nr. 215,924 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 2,960 in Stiftköcher",,
1669911031-66,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"HERMA 7018 Papier Heftumschlag DIN A5, Hefthülle mit Beschriftungsfeld, aus kräftigem Recycling Altpapier und satten Farben, Heftschoner für Schulhefte, weinrot",https://www.amazon.de/HERMA-7018-Heftumschlag-Beschriftungsfeld-Heftschoner/dp/B084XLKBL3/ref=sr_1_196?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-196,"HERMA 7018 Papier Heftumschlag DIN A5, Hefthülle mit Beschriftungsfeld, aus kräftigem Recycling Altpapier und satten Farben, Heftschoner für Schulhefte, weinrot",,Extra starke Hefthülle aus stabilem Papier im DIN A5 Format mit Beschriftungsfeld,5.0 von 5,,B084XLKBL3,"Nr. 358,986 in Spielzeug (Siehe Top 100 in Spielzeug) 
  Nr. 205 in Heftboxen",‎30.4 x 21.2 x 0.02 cm; 10 Gramm,
1669911034-67,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Idena 20084 - Schlamperetui in Schuhform mit Reißverschluss und Schnürsenkel, gelb - rot, ca. 23 x 7,5 x 8 cm, Schreibtisch-Organizer für Schreibwaren, Zeichen- und Büromaterialien",https://www.amazon.de/Idena-20084-Faulenzer-Sch%C3%BCleretui-Schn%C3%BCrsenkel/dp/B07RC7QH5G/ref=sr_1_192?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-192,"Idena 20084 - Schlamperetui in Schuhform mit Reißverschluss und Schnürsenkel, gelb - rot, ca. 23 x 7,5 x 8 cm, Schreibtisch-Organizer für Schreibwaren, Zeichen- und Büromaterialien","12,44€",Info zu diesem Artikel,3.6 von 5,Auf Lager.,B07RC7QH5G,"Nr. 137,438 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 1,853 in Stiftköcher",,
1669911038-68,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"HERMA 20229 Papier Heftumschläge DIN A4, Hefthüllen mit Beschriftungsfeld, aus kräftigem Recycling Altpapier und satten Farben, 5er Set Heftschoner für Schulhefte, gelb, orange, rot, blau, grün",https://www.amazon.de/HERMA-20229-Heftumschlag-Beschriftungsfeld-Heftschoner/dp/B087V5FRB4/ref=sr_1_191?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-191,"HERMA 20229 Papier Heftumschläge DIN A4, Hefthüllen mit Beschriftungsfeld, aus kräftigem Recycling Altpapier und satten Farben, 5er Set Heftschoner für Schulhefte, gelb, orange, rot, blau, grün","7,52€",Extra starke Hefthülle aus stabilem Papier im DIN A4 Format mit Beschriftungsfeld,4.2 von 5,Auf Lager.,B087V5FRB4,"Nr. 63,850 in Spielzeug (Siehe Top 100 in Spielzeug) 
  Nr. 79 in Buchumschläge & Heftumschläge",‎30.5 x 23.5 x 0.2 cm; 85 Gramm,
1669911040-69,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,Gusti Stiftemappe Leder - Casper Federtasche Federmappe Stiftetui Braun Leder,https://www.amazon.de/Federmappe-Gusti-studio-Casper-Stiftemappe/dp/B00QVBE2BU/ref=sr_1_190?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-190,Gusti Stiftemappe Leder - Casper Federtasche Federmappe Stiftetui Braun Leder,,Info zu diesem Artikel,4.4 von 5,,,,,
1669911043-70,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Kores - MigOo: Doppelloch Stiftspitzer mit Auffangbehälter für Kinder und Studenten, einmaliges und lustiges Design, Schul- und Bürozubehör, Packung von 1 Stück in 5 Sortierten Farbkombinationen",https://www.amazon.de/Kores-35828-Doppel-Dosenanspitzer/dp/B086QHGLRV/ref=sr_1_189?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-189,"Kores - MigOo: Doppelloch Stiftspitzer mit Auffangbehälter für Kinder und Studenten, einmaliges und lustiges Design, Schul- und Bürozubehör, Packung von 1 Stück in 5 Sortierten Farbkombinationen","1,80€",Info zu diesem Artikel,4.4 von 5,Auf Lager.,B086QHGLRV,"Nr. 72,804 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 384 in Anspitzer",‎10.3 x 4.5 x 13.7 cm; 20 Gramm,
1669911047-71,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Kores - High Liner Plus: Pastellfarbene Textmarker Stifte, Keilspitze und wasserbasierte Tinte, Schul- und Bürobedarf, Set von 6 Sortierten Farben",https://www.amazon.de/Kores-Textmarker-zitronengelb-Blassrosa-H%C3%A4ngeware/dp/B07P1WV664/ref=sr_1_188?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-188,"Kores - High Liner Plus: Pastellfarbene Textmarker Stifte, Keilspitze und wasserbasierte Tinte, Schul- und Bürobedarf, Set von 6 Sortierten Farben",,Info zu diesem Artikel,4.5 von 5,,B07P1WV664,"Nr. 136,219 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 731 in Textmarker",‎14.8 x 2.2 x 11.4 cm; 100 Gramm,
1669911050-72,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"FRINGOO Federmäppchen mit Silikon-Emblem - 2 Reißverschlussfächer - Süße Designs - Viel Stauraum - Für Kinder, Jugendliche & Erwachsene - Für Schule, Uni, Arbeit, Freizeit (Fußball",https://www.amazon.de/Federm%C3%A4ppchen-Rei%C3%9Fverschlussf%C3%A4cher-Schreibwaren-Tasche-Jugendliche-Universit%C3%A4t/dp/B07TVC1TJN/ref=sr_1_187?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-187,"FRINGOO Federmäppchen mit Silikon-Emblem - 2 Reißverschlussfächer - Süße Designs - Viel Stauraum - Für Kinder, Jugendliche & Erwachsene - Für Schule, Uni, Arbeit, Freizeit (Fußball",,Info zu diesem Artikel,4.5 von 5,,,,,
1669911053-73,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"420 Haftnotizen, Indexmarker, Haftnotizen, Index-Tabs, Lese-Notizen, beschreibbare Buch-Tabs, Notizbuch, Register, transluzente Seiten Index",https://www.amazon.de/Haftnotizen-Indexmarker-Lese-Notizen-beschreibbare-transluzente/dp/B09VPL73Y3/ref=sr_1_186?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-186,"420 Haftnotizen, Indexmarker, Haftnotizen, Index-Tabs, Lese-Notizen, beschreibbare Buch-Tabs, Notizbuch, Register, transluzente Seiten Index",,"【Ausgezeichnete Qualität】Unsere Etiketten sind aus hochwertigem PET-Material, sicher und ungiftig, gebrauchsfertig, sehr praktisch.",4.8 von 5,,B09VPL73Y3,"Nr. 101,402 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 1,112 in Selbstklebende Notizzettel",,
1669911056-74,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"HERMA 7044 Papier Heftumschlag DIN A4, Hefthülle mit Beschriftungsfeld, aus kräftigem Recycling Altpapier und satten Farben, Heftschoner für Schulhefte, weiß",https://www.amazon.de/7044-Heftumschlag-Beschriftungsfeld-Heftschoner-Schulhefte/dp/B07SYCK7ZL/ref=sr_1_185?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-185,"HERMA 7044 Papier Heftumschlag DIN A4, Hefthülle mit Beschriftungsfeld, aus kräftigem Recycling Altpapier und satten Farben, Heftschoner für Schulhefte, weiß","2,44€",Extra starke Hefthülle aus stabilem Papier im DIN A4 Format mit Beschriftungsfeld,4.2 von 5,Auf Lager.,B07SYCK7ZL,"Nr. 153,796 in Spielzeug (Siehe Top 100 in Spielzeug) 
  Nr. 245 in Buchumschläge & Heftumschläge",‎43 x 30.5 x 0.02 cm; 20 Gramm,
1669911059-75,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,GraduatePro Urkundenmappe A4 Zertifikat Halter Schutzhülle Abschluss Award Diplom Dokument Cover Marine blau,https://www.amazon.de/GraduatePro-Zertifikat-Urkundenmappe-Schutzh%C3%BClle-Abschluss/dp/B08NPHT7F4/ref=sr_1_184?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-184,GraduatePro Urkundenmappe A4 Zertifikat Halter Schutzhülle Abschluss Award Diplom Dokument Cover Marine blau,"10,92€","【Design】 Mehrere Farben erhältlich,Kunstleder-Finish mit goldenen Kreisen.",4.5 von 5,Auf Lager.,B08NPHT7F4,"Nr. 84,643 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 686 in Ordner 
  Nr. 3,742 in Mappen, Ordner & Zubehör",,
1669911063-76,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,Yommie XXL Federmäppchen Vintage Etui Groß Aus Canvas 2 Fach Mäppchen Mädchen Jungen Federtasche Teenager Vintage Stifte- Schlamperetui Organizer für Schule Arbeit Uni Schwarz,https://www.amazon.de/Yommie-Federm%C3%A4ppchen-Federtasche-Schlamperetui-Organizer/dp/B0828WVRNV/ref=sr_1_183?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-183,Yommie XXL Federmäppchen Vintage Etui Groß Aus Canvas 2 Fach Mäppchen Mädchen Jungen Federtasche Teenager Vintage Stifte- Schlamperetui Organizer für Schule Arbeit Uni Schwarz,"16,99€",Info zu diesem Artikel,4.5 von 5,Auf Lager.,B0828WVRNV,"Nr. 37,390 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 678 in Federmäppchen (Bürobedarf & Schreibwaren)",,
1669911066-77,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Walker 49116-156 - Federmappe mit Innenklappe, 26 Stiftschlaufen, Reißverschluss, Elite Stone Melange, ca. 22,5 x 16 x 6 cm, Schreibtisch-Organizer für Schreibwaren, Zeichen- und Büromaterialien",https://www.amazon.de/Walker-49116-156-Federmappe-Innenklappe-Melange/dp/B081XB27TP/ref=sr_1_182?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-182,"Walker 49116-156 - Federmappe mit Innenklappe, 26 Stiftschlaufen, Reißverschluss, Elite Stone Melange, ca. 22,5 x 16 x 6 cm, Schreibtisch-Organizer für Schreibwaren, Zeichen- und Büromaterialien",,Info zu diesem Artikel,5.0 von 5,,B081XB27TP,"Nr. 374,608 in Spielzeug (Siehe Top 100 in Spielzeug) 
  Nr. 1,583 in Federmäppchen (Spielzeug) 
  Nr. 26,183 in Schreibtischzubehör & Ablage",,
1669911069-78,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"HERMA 20249 Schulset mit Kinder Motiven, Schulbedarf Set enthält Ordner DIN A4, Sammelmappe DIN A4 + DIN A3, Schreibtischunterlage, Buchetiketten, Sticker, 8 Schulsachen mit Kindergarten Motiven, bunt",https://www.amazon.de/HERMA-20249-Schreibtischunterlage-Buchetiketten-Kindergarten/dp/B0953CZ2MN/ref=sr_1_181?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-181,"HERMA 20249 Schulset mit Kinder Motiven, Schulbedarf Set enthält Ordner DIN A4, Sammelmappe DIN A4 + DIN A3, Schreibtischunterlage, Buchetiketten, Sticker, 8 Schulsachen mit Kindergarten Motiven, bunt","32,51€","Umfangreiches Schulstart Set für die 1 Klasse, Grundschule, Oberstufe und Studium mit unseren beliebten Frieda & Friends Bildern",4.6 von 5,Nur noch 9 auf Lager,B0953CZ2MN,"Nr. 152,752 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 260 in Schulschreibsets 
  Nr. 1,225 in Ordner 
  Nr. 6,716 in Mappen, Ordner & Zubehör",,
1669911072-79,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"FRIENDS Schreibwaren Set, Bürobedarf Tagebuch für Erwachsene, Notizbuch A4 Federmäppchen und Stifte Set, Schreiben Zubehör, Teenager Mädchen Sachen, Fanartikel",https://www.amazon.de/Schreibwaren-B%C3%BCrobedarf-Erwachsene-Federm%C3%A4ppchen-Fanartikel/dp/B08LYZTWV9/ref=sr_1_180?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-180,"FRIENDS Schreibwaren Set, Bürobedarf Tagebuch für Erwachsene, Notizbuch A4 Federmäppchen und Stifte Set, Schreiben Zubehör, Teenager Mädchen Sachen, Fanartikel","12,99€","SCHREIBTISCH KINDER SET: Dieses Schulsachen Set ist ein Zubehör, das niemals aus der Mode kommt! Das Schul Set enthält alles, was Sie zum Schreiben, Notieren und Zeichnen benötigen, und ist ein großartiges Friends Geschenk. Das Briefpapier Set eignet sich sowohl für Kinder als auch für Erwachsene und als Universität Zubehör für Jugendliche",4.5 von 5,Auf Lager.,B08LYZTWV9,"Nr. 77,297 in Bürobedarf & Schreibwaren (Siehe Top 100 in Bürobedarf & Schreibwaren) 
  Nr. 406 in Anspitzer",,
1669911075-80,https://www.amazon.de/s?k=university+supplies&i=office-products&rh=n%3A192416031%2Cp_72%3A193522031&dc&page=8&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1669909752&rnid=193520031&ref=sr_pg_2,"Friends – Schreibwarenbedarf – Friends Merchandise & Schreibwaren-Sets – Notizbuch A5, passender Stift, Silikon-Büroklammern x 4 & Geschenkbox – toller Spaß für Schulbedarf & Bürozubehör",https://www.amazon.de/Friends-Schreibwarenbedarf-Merchandise-Schreibwaren-Sets-Silikon-B%C3%BCroklammern/dp/B09GW66BXS/ref=sr_1_179?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&keywords=university+supplies&qid=1669911021&refinements=p_72%3A193522031&rnid=193520031&s=officeproduct&sr=1-179,"Friends – Schreibwarenbedarf – Friends Merchandise & Schreibwaren-Sets – Notizbuch A5, passender Stift, Silikon-Büroklammern x 4 & Geschenkbox – toller Spaß für Schulbedarf & Bürozubehör","20,16€",Info zu diesem Artikel,5.0 von 5,Auf Lager.,,,,
