web-scraper-order,web-scraper-start-url,single,single-href,title_raw,price_raw,descr_raw,brand_raw,dimensions_raw,colour_raw,dissize_raw,bestsellerranking_raw,ranking_raw,instock_raw,price,dimension,displaysize
1669994418-63,https://www.amazon.de/s?k=laptop&i=computers&page=3&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"SGIN 15.6 inch Laptop Windows 11 Home, 8 GB RAM 256 GB SSD ROM Notebook (TF 512 GB), Celeron N4020C, up to 2.8 GHz, FHD IPS, 2 x USB 3.0, Bluetooth 4.2 , WiFi. Dual Band (Black)",https://www.amazon.de/SGIN-Windows-Notebook-Celeron-Bluetooth/dp/B0BM9LK8CC/ref=sr_1_62?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994359&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-62,"SGIN 15.6 inch Laptop Windows 11 Home, 8 GB RAM 256 GB SSD ROM Notebook (TF 512 GB), Celeron N4020C, up to 2.8 GHz, FHD IPS, 2 x USB 3.0, Bluetooth 4.2 , WiFi. Dual Band (Black)","399,00€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Prestazioni Efficienti: Dotato di memoria DDR4 ad alta velocità da 8 GB, di memoria SSD da 256 GB e prestazioni più veloci, fluid ed efficienti dal punto di vista energetico, il notebook può gesage facilmente attività compleesse. Supports Espansione della scheda TF as 512 GB e SSD da 512 GB può essere sostituito con SSD fino a 1 TB     Configuration: Preinstallato con il più recente sistema Windows 11, dotato di processore Intel Celeron N4020C, frequency turbo fino a 2.8 GHz. Con uno schermo da 15.6 pollici, i colour del notebook da 15.6 pollici sono più ricchi, più vivaci e semplici, i dettagli sono chiari e affidabili e l'angolo di visione è lontano. Per Effetti Visivi eccellenti     Ampia interfaccia multifunction: Connessione rapida con Bluetooth 4.2 e WiFi Veloce tramite WiFi a doppia banda, dotato di porta USB di tipo C x1, HDMI x1, Jack per cuffie da 3.5 mm, 1 port USB 3.0 x2, microSD slot. The number port multifunzione del laptop Windows 11 soddisfano le esigenze di vita e lavoro     Leggero e Avanzato: the custodia sottile pesa solo 1.63 kg, quindi puoi indossarla facilmente tutto il giorno. The battery can be adjusted to 5000 mWh. Ha una lunga durata della batteria e prestazioni affidability. è la scelta perfetta per te se vuoi goderti il tuo styles di vita anche in viaggio     Clienti Senza Preoccuppazioni: Dalla data di acquisto abbiamo un servizio di garanzia di 365 giorni. Qualsiasi Domanda, not esitate a contattarci. Vi risponderemo entro 12 ore per aiutarvi a risolvere il problema.     
                 › Weitere Produktdetails",‎SGIN,,,‎15.6 Zoll,"Nr. 14,378 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 193 in Laptops","4,3 von 5 Sternen     

                       111 Sternebewertungen   
                 

           
      
 4,3 von 5 Sternen",Nur noch 1 auf Lager,399,,‎15.6
1669994422-64,https://www.amazon.de/s?k=laptop&i=computers&page=3&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"TULPAR T7 V20.5.2 Gaming Laptop | 17,3'' FHD 1920X1080 144HZ IPS LED-Display | Intel Core i7 12700H | 16 GB RAM | 1 TB SSD | Nvidia RTX 3060 | Windows 11 Gaming Notebook",https://www.amazon.de/TULPAR-T7-1920X1080-LED-Display-Notebook/dp/B0B3NFZNQR/ref=sr_1_60?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994359&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-60,"TULPAR T7 V20.5.2 Gaming Laptop | 17,3'' FHD 1920X1080 144HZ IPS LED-Display | Intel Core i7 12700H | 16 GB RAM | 1 TB SSD | Nvidia RTX 3060 | Windows 11 Gaming Notebook",,"Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    TULPAR T7 V20.5.2 Gaming Laptop - beflügelt neue Höchstleistungen. Du willst Flexibilität ohne Kompromisse? Die T-Serie ist für echte Pro-Gamer mit hohen Ansprüchen, die das nächste Level immer vor Augen haben     Bewahre immer einen kühlen Kopf - Der speziell entwickelte Doppellüfter mit Xcooling-Technologie der 3 Generation sorgt auch in hitzigen Situationen für ein perfektes Wäreme-Management     Der Intel Core i7-12700H der 12. Generation setzt nicht nur neue Maßstäbe, sondern reduziert darüber hinaus auch den Energieverbrauch im Alltag. Die NVIDIA GeForce RTX 3060 ermöglicht unglaubliche Leistung mit verbesserten Raytracing-Recheneinheiten     Purer Realismus - Das FHD 144HZ IPS-Panel für Farbtreue und Blickwinkelstabilität lässt keine Wünsche offen. Eindrucksvoll ergänzt durch das hochwertige Sound Blaster Cinema 6 Soundsystem. Nie waren Spielerlebnisse echter als mit Deinem TULPAR T7     Ultrastylishes Design ohne Komforteinbußen - Die langlebigen LEDs sind Ambientbeleuchtung und Gamingkomfort zugleich und fügen sich perfekt in Dein Gamingsetup ein. Passe die RGB-Tastatur nach Deinen Wünschen mit Einzelzonen und Mehrfarbenoptionen an     
                 › Weitere Produktdetails",‎TULPAR,‎39.5 x 26.3 x 3 cm; 3 Kilogramm,‎Black,‎17.3 Zoll,"Nr. 35,258 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 504 in Laptops","2,9 von 5 Sternen     

                       2 Sternebewertungen   
                 

           
      
 2,9 von 5 Sternen",,,‎39.5 x 26.3 x 3,‎17.3
1669994425-65,https://www.amazon.de/s?k=laptop&i=computers&page=3&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"HP 255 G7 2D309EA (15,6 Zoll / Full HD) Business Laptop (AMD Ryzen 3 3200U, 8GB RAM, 256GB SSD, AMD Radeon Vega 3, Windows 10 Pro, QWERTZ) Schwarz",https://www.amazon.de/HP-Ryzen-3200U-256GB-Win10Pro/dp/B086XKHM83/ref=sr_1_59?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994359&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-59,"HP 255 G7 2D309EA (15,6 Zoll / Full HD) Business Laptop (AMD Ryzen 3 3200U, 8GB RAM, 256GB SSD, AMD Radeon Vega 3, Windows 10 Pro, QWERTZ) Schwarz","388,26€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Das HP 255 G7 15,6 Zoll Notebook ist der Allrounder für Ihre täglichen Aufgaben, die leistungsstarke Hardware bietet Ihnen zuverlässige Performance     Mit dem flachen und leichten HP 255 G7 Laptop stellt mobiles Arbeiten dank der langen Akkulaufzeit kein Problem für Sie dar     Das robuste Gehäuse schützt Ihren Laptop und ermöglicht sicheres Arbeiten auch unterwegs     Bearbeiten Sie Ihre Projekte souverän – mit neuester Technologie und einem kraftvollen AMD Ryzen Prozessor     Den ganzen Tag produktiv mit Windows 10 Pro und den leistungsstarken Funktionen von HP für Sicherheit, Zusammenarbeit und Konnektivität     
                 › Weitere Produktdetails",‎HP,‎24.6 x 37.6 x 2.25 cm; 1.8 Kilogramm,‎Schwarz,‎15.6 Zoll,"Nr. 7,121 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 71 in Normale Laptop-Computer","4,3 von 5 Sternen     

                       38 Sternebewertungen   
                 

           
      
 4,3 von 5 Sternen",Auf Lager.,388,‎24.6 x 37.6 x 2.25,‎15.6
1669994429-66,https://www.amazon.de/s?k=laptop&i=computers&page=3&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"MSI Stealth 15M Gaming Laptop | 15.6"" FHD 144 Hz Display | Intel Core i7-1280P | 16GB RAM | 1TB SSD Speicher | Nvidia RTX 3060 Grafik | QWERTZ Tastatur | Windows 11",https://www.amazon.de/MSI-Stealth-i7-1280P-Speicher-Tastatur/dp/B09T9Y4BWL/ref=sr_1_58?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994359&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-58,"MSI Stealth 15M Gaming Laptop | 15.6"" FHD 144 Hz Display | Intel Core i7-1280P | 16GB RAM | 1TB SSD Speicher | Nvidia RTX 3060 Grafik | QWERTZ Tastatur | Windows 11","1.718,68€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Intel Core i7-1280P Prozessor (14-Kern, bis 4,80 GHz, 24 MB SmartCache) Grundlage für die rasante Performance ist der Intel Core i7 Prozessor der 12. Generation, der mit Hybrid-Technik und insgesamt 14 Rechenkernen extreme Rechenleistung liefert.     High-End-Grafik der NVIDIA GeForce RTX 3060, 6 GB GDDR6 VRAM, bis 1.332 MHz Boost-Takt, 75 W maximale Graphics Power mit Dynamic Boost     16 GB DDR4-3200 (2x 8 GB Dual-Channel) Arbeitsspeicher, schnelles PCI-Express SSD-Systemlaufwerk mit 1 TB (M.2 PCIe NVMe) Laufwerk für rasante System- und Programmstarts     Reflexionsarmer 15,6“ Full-HD-Wide-View-Bildschirm, 144-Hz-Panel für ruckelfreies Gameplay und schnellste Reaktion, dreifarbig beleuchtete Spectrum Backlight-Tastatur, Cooler Boost 5 Dual-Fan-Kühlung für maximale Performance.     Ein detailliertes technisches Datenblatt können Sie im unteren Seitenbereich unter ""Produktleitfäden und Dokumente"" herunterladen (Nach unten scrollen).     
                 › Weitere Produktdetails",‎MSI,,‎Schwarz,‎15.6 Zoll,"Nr. 30,758 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 220 in Normale Laptop-Computer","3,3 von 5 Sternen     

                       4 Sternebewertungen   
                 

           
      
 3,3 von 5 Sternen",Auf Lager.,1,,‎15.6
1669994433-67,https://www.amazon.de/s?k=laptop&i=computers&page=3&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"HP Envy Laptop | 16"" WQXGA IPS-Display | Intel Core i7-12700H (Intel Evo) | 16 GB DDR5 RAM | 512 GB SSD | Intel Arc A370M Grafikkarte | Windows 11 Home | QWERTZ Tastatur | Natural Silver",https://www.amazon.de/HP-IPS-Display-i7-12700H-Grafikkarte-Tastatur/dp/B0B7BFZJL1/ref=sr_1_57?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994359&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-57,"HP Envy Laptop | 16"" WQXGA IPS-Display | Intel Core i7-12700H (Intel Evo) | 16 GB DDR5 RAM | 512 GB SSD | Intel Arc A370M Grafikkarte | Windows 11 Home | QWERTZ Tastatur | Natural Silver","1.537,67€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Erlebe mit dem HP Envy 16 Zoll nahtlose Konnektivität. Mit dem Intel Prozessor und der leistungsstarken Grafikkarte ist dieses Notebook allen Herausforderungen gewachsen     Die Intel Evo Plattform bietet die perfekte Kombination aus Performance, Reaktionsschnelligkeit, langer Akkulaufzeit und erstaunlichen Grafiken, verpackt in einer neuen Laptop-Klasse     Setze dich in Videogesprächen perfekt in Szene – Erlebe kristallklare Videochats mit KI-basierter Geräuschunterdrückung und einer 5 MP Kamera mit Auto Frame und Datenschutzblende     Teile Bilder und Dateien im Handumdrehen – HP Palette mit Anwendungen wie HP QuickDrop zur einfachen drahtlosen Dateiübertragung ist bereits vorinstalliert     100 % sRGB – Zeigen Sie Ihre Kreationen in all ihren Farben auf dem 100-%-sRGB-Display für maximale Farbbreite und -genauigkeit     
                 › Weitere Produktdetails",‎HP,‎25.18 x 35.74 x 1.99 cm; 2.32 Kilogramm,,‎16 Zoll,,,Nur noch 8 auf Lager (mehr ist unterwegs).,1,‎25.18 x 35.74 x 1.99,‎16
1669994436-68,https://www.amazon.de/s?k=laptop&i=computers&page=3&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"Acer Aspire 5 (A515-56-50GN) Laptop | 15,6 FHD Display | Intel Core i5-1135G7 | 16 GB RAM | 512 GB SSD | Intel Iris Xe Graphics | Windows 11 | QWERTZ Tastatur | silber",https://www.amazon.de/Acer-A515-56-50GN-i5-1135G7-Graphics-Tastatur/dp/B0B59W6Z5D/ref=sr_1_56?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994359&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-56,"Acer Aspire 5 (A515-56-50GN) Laptop | 15,6 FHD Display | Intel Core i5-1135G7 | 16 GB RAM | 512 GB SSD | Intel Iris Xe Graphics | Windows 11 | QWERTZ Tastatur | silber","632,62€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Windows 11 Home 64-bit     Intel Core i5-1135G7 Prozessor Quad-Core 2,40 GHz     39,6 cm (15,6 Zoll) Full HD (1920 x 1080) 16:9 IPS     Acht GB, DDR4 SDRAM     
                 › Weitere Produktdetails",‎Acer,‎23.84 x 36.34 x 1.79 cm; 1.65 Kilogramm,‎Silber,‎15.6 Zoll,"Nr. 9,583 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 89 in Normale Laptop-Computer","4,5 von 5 Sternen     

                       55 Sternebewertungen   
                 

           
      
 4,5 von 5 Sternen",Auf Lager.,632,‎23.84 x 36.34 x 1.79,‎15.6
1669994440-69,https://www.amazon.de/s?k=laptop&i=computers&page=3&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"Lenovo ThinkPad X260 12,5 Zoll HD Intel Core i5 256GB SSD Festplatte 8GB Speicher Windows 10 Pro Webcam Business Notebook Laptop (Generalüberholt)",https://www.amazon.de/Lenovo-ThinkPad-Festplatte-Speicher-General%C3%BCberholt/dp/B0B34FQG6M/ref=sr_1_54?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994359&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-54,"Lenovo ThinkPad X260 12,5 Zoll HD Intel Core i5 256GB SSD Festplatte 8GB Speicher Windows 10 Pro Webcam Business Notebook Laptop (Generalüberholt)",,"Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    PREMIUM Notebook Laptop - Ideal für Büro, Business, Firmen, Unternehmer, Selbstständige, Schule, Homeschooling, Schüler, Studenten, Home Office Arbeit, Privat surfen zu Hause - zum Spitzenpreis!     LEISTUNG - TOP Prozessor Intel Core i5 6300U bis zu 2x 3,0 GHz - zuverlässig & leistungsstark. Deutsche Tastatur. QUALITÄT - solide, robuste & hochwertige Marken IT     AUSSTATTUNG - Display 12,5 Zoll HD LED TFT, Auflösung 1366 × 768 Pixel, 16:9, Anti-Glare (matt). Große Schnelle Festplatte 256 GB SSD, Großer Arbeitsspeicher 8 GB, Web Cam HD     SICHERHEIT & SERVICE - 12 Monate Garantie über den Händler it-versand-com. Generalüberholtes Gebrauchtgerät, Refurbished, Renewed, geprüft & gereinigt, technisch einwandfrei, guter optischer Zustand     EINFACH EINSCHALTEN - inkl. Netzteil, Stromkabel, Akku. Software Microsoft Windows 10 Pro 64 Bit - vorinstalliert & komplett eingerichtet von it-versand-com     
                 › Weitere Produktdetails",‎Lenovo,‎20.85 x 30.55 x 2.03 cm; 1.36 Kilogramm,‎Schwarz - Anthrazit,‎12.5 Zoll,"Nr. 84,174 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 1,332 in Laptops",,Nur noch 6 auf Lager,,‎20.85 x 30.55 x 2.03,‎12.5
1669994443-70,https://www.amazon.de/s?k=laptop&i=computers&page=3&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"HP Envy Laptop | 16"" WQXGA IPS-Display | Intel Core i7-12700H | 16 GB DDR5 RAM | 1 TB SSD | NVIDIA GeForce RTX 3060 Grafikkarte | Windows 11 Home | QWERTZ Tastatur | Natural Silver",https://www.amazon.de/HP-IPS-Display-i7-12700H-Grafikkarte-Tastatur/dp/B0B7BHLT6M/ref=sr_1_53?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994359&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-53,"HP Envy Laptop | 16"" WQXGA IPS-Display | Intel Core i7-12700H | 16 GB DDR5 RAM | 1 TB SSD | NVIDIA GeForce RTX 3060 Grafikkarte | Windows 11 Home | QWERTZ Tastatur | Natural Silver","1.809,18€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Erlebe mit dem HP Envy 16 Zoll nahtlose Konnektivität. Mit dem Intel Prozessor und der leistungsstarken Grafikkarte ist dieses Notebook allen Herausforderungen gewachsen     Mit der GeForce RTX 3060 bist du für die neuesten Spiele gewappnet. Unglaubliche Leistung, neue Multiprozessoren zum Streamen und Hochgeschwindigkeits-G6-Speicher     Setze dich in Videogesprächen perfekt in Szene – Erlebe kristallklare Videochats mit KI-basierter Geräuschunterdrückung und einer 5 MP Kamera mit Auto Frame und Datenschutzblende     Teile Bilder und Dateien im Handumdrehen – HP Palette mit Anwendungen wie HP QuickDrop zur einfachen drahtlosen Dateiübertragung ist bereits vorinstalliert     100 % sRGB – Zeigen Sie Ihre Kreationen in all ihren Farben auf dem 100-%-sRGB-Display für maximale Farbbreite und -genauigkeit     
                 › Weitere Produktdetails",‎HP,‎25.18 x 35.74 x 1.99 cm; 2.32 Kilogramm,,‎16 Zoll,"Nr. 753,688 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 16,795 in Laptops",,Nur noch 6 auf Lager (mehr ist unterwegs).,1,‎25.18 x 35.74 x 1.99,‎16
1669994447-71,https://www.amazon.de/s?k=laptop&i=computers&page=3&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"Lenovo Yoga Slim 7 Pro Laptop | 14"" 2.8K OLED Display | Intel Core i7-1260P | 16GB RAM | 1TB SSD | Intel Iris Xe Grafik | Windows 11 Home | grau | 3 Monate Premium Care",https://www.amazon.de/Lenovo-Display-i7-1260P-Windows-Premium/dp/B0B5TCJ2QG/ref=sr_1_52?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994359&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-52,"Lenovo Yoga Slim 7 Pro Laptop | 14"" 2.8K OLED Display | Intel Core i7-1260P | 16GB RAM | 1TB SSD | Intel Iris Xe Grafik | Windows 11 Home | grau | 3 Monate Premium Care","1.175,65€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Intel Core i7-1260P Mobilprozessor (bis zu 3,4 GHz, 18 MB)     14 Zoll 2.8 K (2880x1800) 16:10 OLED-Display mit 100 % DCI-P3 Farbraumabdeckung, 90 Hz und Dolby Vision; Schnelles und sicheres Anmelden per Gesichtserkennung     1x USB 3.2, 1x Kopfhörer-/Mikrofonanschluss, 2x Thunderbolt 4, Wifi 6E & Bluetooth 5.1     Akku: Li-Polymer, 61 Wh, bis zu 8 Stunden Laufzeit (MobileMark 2018), RapidCharge Express Schnell-Ladefunktion (ca. 3 Stunden mit 15 Min laden)     Beleuchtete deutsprachige QWERTZ Tastatur, Touchpad     Herstellergarantie: 24 Monate inkl. 3 Monate Premium Care VIP Support. Die Garantiebedingungen finden Sie unter „Weitere technische Informationen“. Ihre gesetzlichen Gewährleistungsrechte bleiben unberührt Lieferumfang: Lenovo Yoga Slim 7 Pro 14IAP7, Storm Grey, Netzteil, Dokumentation     Konnektivitäts technologie: WLAN     
                 › Weitere Produktdetails",‎Lenovo,‎31.24 x 22.14 x 1.46 cm; 1.32 Kilogramm,‎Grau,‎14 Zoll,"Nr. 69,353 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 440 in Normale Laptop-Computer","4,2 von 5 Sternen     

                       53 Sternebewertungen   
                 

           
      
 4,2 von 5 Sternen",Nur noch 16 auf Lager,1,‎31.24 x 22.14 x 1.46,‎14
1669994450-72,https://www.amazon.de/s?k=laptop&i=computers&page=3&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"HP ENVY x360 2-in-1 Laptop | 15,6"" OLED FHD-Touchscreen | Intel Core i7-1260P | 16 GB DDR4 RAM | 512 GB SSD | Intel Iris Xe-Grafikkarte | Windows 11 Home | QWERTZ Tastatur | Silber",https://www.amazon.de/HP-FHD-Touchscreen-i7-1260P-Xe-Grafikkarte-Tastatur/dp/B0B79X831J/ref=sr_1_51?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994359&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-51,"HP ENVY x360 2-in-1 Laptop | 15,6"" OLED FHD-Touchscreen | Intel Core i7-1260P | 16 GB DDR4 RAM | 512 GB SSD | Intel Iris Xe-Grafikkarte | Windows 11 Home | QWERTZ Tastatur | Silber","1.266,15€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    Leistungsstarke Tools zur Inhaltserstellung – Entfalte dein gesamtes kreatives Potenzial mit brillanten Farben auf einem großzügigen 15,6 Zoll Display, dem leistungsstarken Prozessor und beeindruckender Grafik     Setze dich in Videogesprächen perfekt in Szene – Erlebe kristallklare Videochats mit KI-basierter Geräuschunterdrückung und einer 5 MP Kamera mit Auto Frame und Datenschutzblende     HP Fast Charge – Wenn der Akku deines Notebooks leer ist, musst du keine stundenlangen Wartezeiten in Kauf nehmen. Das Notebook ist bereits nach 30 Minuten zu 50 Prozent aufgeladen     Ein Gehäuse ganz aus Metall – Sehe und fühle die erstklassige Verarbeitung mit dem kantigen Ganzmetallgehäuse, geschliffenen Akzenten und hochwertigen langlebigen Materialien     HP QuickDrop – Übertrage Fotos, Videos, Dokumente und mehr drahtlos zwischen deinem PC und deinem Mobilgerät     
                 › Weitere Produktdetails",‎HP,‎22.9 x 35.9 x 1.86 cm; 1.81 Kilogramm,,‎15.6 Zoll,"Nr. 77,375 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 42 in 2-in-1-Laptop-Computer",,Auf Lager.,1,‎22.9 x 35.9 x 1.86,‎15.6
1669994457-73,https://www.amazon.de/s?k=laptop&i=computers&page=2&__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&qid=1669993111&sprefix=laptop%2Ccomputers%2C99&ref=sr_pg_2,"Acer Swift 1 (SF114-34-P98C) Ultrabook / Laptop 14 Zoll Windows 11 Home in S-Mode - FHD IPS Display, Intel Pentium N6000, 4 GB LPDDR4X RAM, 128 GB eMMC, Intel UHD Graphics",https://www.amazon.de/Acer-SF114-34-P98C-Ultrabook-Laptop-Windows/dp/B09GK4ZS58/ref=sr_1_54?__mk_de_DE=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=F33G7POLCLKL&keywords=laptop&qid=1669994451&s=computers&sprefix=laptop%2Ccomputers%2C99&sr=1-54,"Acer Swift 1 (SF114-34-P98C) Ultrabook / Laptop 14 Zoll Windows 11 Home in S-Mode - FHD IPS Display, Intel Pentium N6000, 4 GB LPDDR4X RAM, 128 GB eMMC, Intel UHD Graphics","306,35€","Info zu diesem Artikel             
     Dieser Artikel passt für Ihre .
     

    Geben Sie Ihr Modell ein, um sicherzustellen, dass dieser Artikel passt. 
 
    PROZESSOR: Intel Pentium (1,10 GHz mit bis zu 3,30 GHz Turbo-Boost) GRAFIKKARTE: Intel UHD Graphics FESTPLATTE: 128 GB eMMC ARBEITSSPEICHER: 4 GB LPDDR4X RAM     DISPLAY: Dank dem FHD Bildschirm erleben Sie gestochen scharfe Bilder. WEBCAM: HD Webcam     ANSCHLÜSSE: 1xHDMI, 3xUSB 3.2 (1x Type-C), 1xAudio Anschluss, KABELLOS: Bluetooth 5.1, WLAN(AX)     AKKULAUFZEIT: Bis zu 16 Stunden (basierend auf MobileMark 2014 Test) AKKU: Li-Ion Akku (3 Zellen / 48 Wh) ANWENDUNGSBEREICH: Das Swift 1 ist dank seines modernen, portablen Designs und der performanten Hardware für Multimedia- und Büroanwendungen geeignet - egal ob zuhause oder unterwegs     HERSTELLERGARANTIE: 24 Monate bei Verkauf und Versand durch Amazon. Bei Verkauf und Versand durch einen Drittanbieter gelten die Angaben des jeweiligen Verkäufers. LIEFERUMFANG: Acer Swift 1, Netzteil TASTATUR: beleuchtet, QWERTZ Layout TOUCHPAD | FINGERPRINTSENSOR     
                 › Weitere Produktdetails",‎Acer,‎21.22 x 32.28 x 1.49 cm; 1.3 Kilogramm,‎Silber,‎14 Zoll,"Nr. 12,950 in Computer & Zubehör (Siehe Top 100 in Computer & Zubehör) 
  Nr. 117 in Normale Laptop-Computer","4,3 von 5 Sternen     

                       101 Sternebewertungen   
                 

           
      
 4,3 von 5 Sternen",Auf Lager.,306,‎21.22 x 32.28 x 1.49,‎14
